,question_id,question,relevant_articles,question_length,num_articles,relevant_titles
3086,c0cb74e9032aa8c87391e426c277bbdc,"Tiêu chí số cộng tác viên thể dục, thể thao được quy định như thế nào?","[{'law_id': '01/2019/tt-bvhttdl', 'article_id': '6'}]",16,1,['01/2019/tt-bvhttdl']
1631,17dc5678938a81cb2ee3a54145a8f80b,"Trình thẩm định, phê duyệt chương trình quản lý tổng hợp tài nguyên vùng bờ được quy định như thế nào?","[{'law_id': '40/2016/nđ-cp', 'article_id': '17'}, {'law_id': '40/2016/nđ-cp', 'article_id': '16'}, {'law_id': '49/2017/tt-btnmt', 'article_id': '17'}]",21,3,"['40/2016/nđ-cp', '40/2016/nđ-cp', '49/2017/tt-btnmt']"
1998,a40cc7af1474021847ef7d9e876bdf82,"Trách nhiệm của Bộ Ngoại giao trong thực hiện pháp luật về xuất,nhập cảnh, quá cảnh, cư trú của người nước ngoài tại Việt Nam được quy định như thế nào?","[{'law_id': '64/2015/nđ-cp', 'article_id': '6'}]",31,1,['64/2015/nđ-cp']
663,35b2c5eda96a741c81d78d36417e075f,Tiết lộ thông tin về sử dụng dịch vụ bưu chính trái pháp luật bị phạt như thế nào?,"[{'law_id': '15/2020/nđ-cp', 'article_id': '10'}]",19,1,['15/2020/nđ-cp']
683,5a1ca9da4b241ab85c28a5aa4e2e4729,Tài sản công đoàn hình thành từ đâu?,"[{'law_id': '12/2012/qh13', 'article_id': '28'}]",8,1,['12/2012/qh13']
1257,95d66874aa65280f60363a89dc12805c,"Người đang bị tạm giữ, tạm giam sẽ được bầu cử HĐND cấp nào?","[{'law_id': '85/2015/qh13', 'article_id': '29'}]",14,1,['85/2015/qh13']
317,7a505936f5100e40e6010ed92c0c0a10,"Theo quy định pháp luật, bộ phận của động vật, thực vật hoang dã nguy cấp là gì?","[{'law_id': '06/2019/nđ-cp', 'article_id': '3'}]",18,1,['06/2019/nđ-cp']
648,c3f3bcc9b585b7aded2091c0683c3de8,Mức phạt khi để chiều dài dòng xe xếp hàng chờ trước trạm thu phí lớn hơn 1.000 m đến 2.000 m,"[{'law_id': '100/2019/nđ-cp', 'article_id': '15'}]",22,1,['100/2019/nđ-cp']
1434,b9df977bf070b2e1caeff2ca5f1a542a,Trách nhiệm của đơn vị báo cáo thống kê ngành dự trữ quốc gia được quy định như thế nào?,"[{'law_id': '130/2018/tt-btc', 'article_id': '4'}]",20,1,['130/2018/tt-btc']
1479,c10851e084d1246f6babcded83c01d54,Khi nào Sở giao dịch chứng khoán Việt Nam quyết định cơ chế ngắt mạch thị trường?,"[{'law_id': '120/2020/tt-btc', 'article_id': '5'}]",17,1,['120/2020/tt-btc']
709,28472b535d19cbc8c51fa98b9b814cbb,"Dữ liệu về đăng ký, đăng kiểm tàu cá gồm những gì?","[{'law_id': '24/2018/tt-bnnptnt', 'article_id': '6'}]",12,1,['24/2018/tt-bnnptnt']
1282,dac97f9ab721161f22025619100f441e,Sao lục điều ước quốc tế được quy định như thế nào?,"[{'law_id': '161/1999/nđ-cp', 'article_id': '13'}]",12,1,['161/1999/nđ-cp']
1768,3232696ad0af21882925259785769fdb,Có thể yêu cầu tòa án chưa chia di sản thừa kế trong thời gian bao lâu?,"[{'law_id': '91/2015/qh13', 'article_id': '661'}]",17,1,['91/2015/qh13']
972,3847f0d6e97dbabd034608f696061c77,Bộ Lao động - Thương binh và Xã hội có trách nhiệm gì trong hoạt động kinh doanh vận tải bằng xe ô tô?,"[{'law_id': '10/2020/nđ-cp', 'article_id': '29'}]",24,1,['10/2020/nđ-cp']
2675,9ab451e66222ec7222affe50596ce75c,"Xác định mục tiêu, thời hạn của chương trình quản lý tổng hợp tài nguyên vùng bờ được quy định như thế nào?","[{'law_id': '49/2017/tt-btnmt', 'article_id': '10'}]",23,1,['49/2017/tt-btnmt']
2680,7910295b9956f5ba72a9e246d92217db,Khu kinh tế cửa khẩu là gì?,"[{'law_id': '82/2018/nđ-cp', 'article_id': '2'}]",7,1,['82/2018/nđ-cp']
1306,ef2336eae404001bd41718751c52b7c1,Hệ thống ứng dụng quản lý học tập là gì?,"[{'law_id': '33/2018/tt-blđtbxh', 'article_id': '2'}]",10,1,['33/2018/tt-blđtbxh']
1400,67c0014aa2f3fb776a12496f3779901d,Phần vốn cam kết góp có được xem là vốn điều lệ không?,"[{'law_id': '59/2020/qh14', 'article_id': '47'}]",13,1,['59/2020/qh14']
1408,a0963e6a0d07479c8eddaff79da91003,Mức bồi dưỡng giám định kỹ thuật hình sự một ngày đối với người giám định chất ma túy là bao nhiêu?,"[{'law_id': '49/2017/tt-bca', 'article_id': '3'}]",22,1,['49/2017/tt-bca']
2237,9531e8d71b59f00ec3577336b9d7ca37,Số người được phép chở trên xe ô tô 7 chỗ là bao nhiêu người?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '23'}]",15,1,['100/2019/nđ-cp']
1496,eab971dda4363c0f41f3d52cdbec20a8,Tai nạn giao thông đường sắt ít nghiêm trọng là sao?,"[{'law_id': '65/2018/nđ-cp', 'article_id': '3'}]",11,1,['65/2018/nđ-cp']
2038,697b2c197f1ac94da47af00122aa098b,"Mức phạt nhân viên phục vụ trên xe buýt đe dọa, xúc phạm, tranh giành, lôi kéo hành khách là bao nhiêu?","[{'law_id': '100/2019/nđ-cp', 'article_id': '31'}]",22,1,['100/2019/nđ-cp']
1529,cf6fae7673a650ffae488227b248a296,Quy trình thực hành nghiên cứu y sinh học chuẩn là gì?,"[{'law_id': '45/2017/tt-byt', 'article_id': '3'}]",12,1,['45/2017/tt-byt']
1663,3f5ea4b4a81f0a217b72eb45c60cba7a,Y sĩ có được kê đơn thuốc cho bệnh nhân không?,"[{'law_id': '52/2017/tt-byt', 'article_id': '4'}]",11,1,['52/2017/tt-byt']
1354,a824a49f0b6a9a9a262638d83c2309e7,Mức phạt khi thi công công trình trong phạm vi đất dành cho đường bộ không có Giấy phép thi công,"[{'law_id': '100/2019/nđ-cp', 'article_id': '13'}]",21,1,['100/2019/nđ-cp']
3112,f8a5b37d92700903f34f674499388742,Hộ kinh doanh cá thể nộp hồ sơ nhận trợ cấp Covid-19 tại cơ quan nào?,"[{'law_id': '15/2020/qđ-ttg', 'article_id': '4'}]",16,1,['15/2020/qđ-ttg']
3134,b2d406104d29fd0bae45db794fb6bb6d,"Thanh tra việc thực hiện quy định sử dụng thông tin về khoáng sản của tổ chức, cá nhân hoạt động khoáng sản được quy định như thế nào?","[{'law_id': '51/2015/tt-btnmt', 'article_id': '15'}]",29,1,['51/2015/tt-btnmt']
1643,7c95f6ee9c86cc5c8248e19e47d0510a,Làm công trừ nợ được không?,"[{'law_id': '91/2015/qh13', 'article_id': '286'}]",6,1,['91/2015/qh13']
1051,4cb28c9f524c2861a8079d1e2fef400b,"Bộ Giao thông vận tải có trách nhiệm gì trong dự báo, cảnh báo và truyền tin thiên tai?","[{'law_id': '03/2020/qđ-ttg', 'article_id': '34'}]",19,1,['03/2020/qđ-ttg']
795,3bee25e51eac8cecc067bc0d6afefb82,Khái niệm kế toán tài chính theo quy định cũ được hiểu như thế nào?,"[{'law_id': '03/2003/qh11', 'article_id': '4'}]",15,1,['03/2003/qh11']
2693,150e891d2ae9dc86b667065a2038d1a4,Công ty không trả lương thì nhân viên có quyền yêu cầu tòa mở thủ tục phá sản công ty không?,"[{'law_id': '51/2014/qh13', 'article_id': '5'}]",21,1,['51/2014/qh13']
1597,bb23a06787a4dc4cbe1802064a961dc5,"03 tiêu chuẩn đạo đức nghề nghiệp của nhân viên thiết bị, thí nghiệm là gì","[{'law_id': '08/2019/tt-bgdđt', 'article_id': '3'}]",16,1,['08/2019/tt-bgdđt']
2604,d8a1428eb008e6ea98cddedc3c2ea4a9,"Cơ quan liên quan đến hoạt động xây dựng cơ sở dữ liệu về vụ việc, vướng mắc pháp lý cho DN nhỏ và vừa được quy định như thế nào?","[{'law_id': '55/2019/nđ-cp', 'article_id': '6'}]",31,1,['55/2019/nđ-cp']
2729,b7548c72aeb1c6bb45ae2a9b27ee1a40,"Phân bổ và giao dự toán chi ngân sách nhà nước từ nguồn vốn vay, viện trợ của nước ngoài năm 2019 được quy định như thế nào?","[{'law_id': '119/2018/tt-btc', 'article_id': '3'}]",28,1,['119/2018/tt-btc']
2625,d96968c34219f7cbef2af6f25392cf0b,Nguyên tắc ký kết văn bản thỏa thuận gia chương trình hưu trí bổ sung tự nguyện tại doanh nghiệp được quy định như thế nào?,"[{'law_id': '19/2018/tt-blđtbxh', 'article_id': '4'}]",26,1,['19/2018/tt-blđtbxh']
1819,f4bccb79a1cdedd126d1816abc5b4789,"Trách nhiệm của Cục Quản lý Khám, chữa bệnh trong giám sát bệnh, dịch bệnh truyền nhiễm được quy định như thế nào?","[{'law_id': '17/2019/tt-byt', 'article_id': '16'}]",23,1,['17/2019/tt-byt']
1722,2ca83031a3441f3f26efac47cd4af31c,Đánh giá tiềm năng tài nguyên khoáng sản rắn là gì?,"[{'law_id': '42/2016/tt-btnmt', 'article_id': '3'}]",11,1,['42/2016/tt-btnmt']
1183,fa7bf6b7a81a3c276c2e0ba7022b132d,Diện tích sân gôn tiêu chuẩn là tối đa bao nhiêu ha?,"[{'law_id': '52/2020/nđ-cp', 'article_id': '7'}]",12,1,['52/2020/nđ-cp']
2572,92f48ee397390c339a2a56ecb2ed665e,"Trung tâm dịch vụ nông nghiệp có được thu phí, lệ phí thú y không?","[{'law_id': '101/2020/tt-btc', 'article_id': '3'}]",15,1,['101/2020/tt-btc']
1059,16496969953f68d7c6ecbc9051391140,"Kế toán CTCP có được kiêm làm thủ quỹ, thủ kho không?","[{'law_id': '174/2016/nđ-cp', 'article_id': '19'}]",12,1,['174/2016/nđ-cp']
540,60aa43f73281ae48752896d193be329e,Yêu cầu đối với cơ sở nhập khẩu hàng đóng gói sẵn được quy định như thế nào?,"[{'law_id': '21/2014/tt-bkhcn', 'article_id': '11'}]",18,1,['21/2014/tt-bkhcn']
1678,a7aca009345c3084ed81abecf8cc58ac,Mức phạt khi nổ mìn làm ảnh hưởng đến công trình đường bộ,"[{'law_id': '100/2019/nđ-cp', 'article_id': '15'}]",13,1,['100/2019/nđ-cp']
2796,126f7ab24d30d1d4bd87cfea97afae21,"Tổng giám đốc thuộc công ty nhà nước trong việc thực hiện thí điểm quản lý lao động, tiền lương tại một số tập đoàn kinh tế nhà nước có trách nhiệm gì?","[{'law_id': '20/2020/nđ-cp', 'article_id': '16'}]",33,1,['20/2020/nđ-cp']
3076,b15bf96f95cc806b89cc127572548c79,"Hoàn thiện, ký kết hợp đồng hoặc thỏa thuận khung trong lựa chọn nhà thầu mua thuốc được quy định như thế nào?","[{'law_id': '15/2019/tt-byt', 'article_id': '40'}]",23,1,['15/2019/tt-byt']
2532,733447fc690c6e1d02a239df65e8a1a3,Hoạt động nghề nghiệp hoặc thương mại của Lãnh sự danh dự được quy định thế nào?,"[{'law_id': '01/2020/tt-bng', 'article_id': '4'}]",17,1,['01/2020/tt-bng']
1757,de1ae70808650c2dff06c487fcb50441,Mức phạt nếu làm hư hỏng hoặc làm mất tác dụng của hệ thống thoát nước công trình đường bộ,"[{'law_id': '100/2019/nđ-cp', 'article_id': '15'}]",20,1,['100/2019/nđ-cp']
1923,3cb335f70a933ff25358c904f8e4126b,"Hồ sơ, số hồ sơ hưởng chế độ BHXH và sổ BHXH trong Bộ Quốc phòng gồm những gì?","[{'law_id': '136/2020/tt-bqp', 'article_id': '4'}]",19,1,['136/2020/tt-bqp']
95,6c90b4c288929236428ddfde1fb3fc07,"Chủ tịch UBND xã có quyền phạt hành chính tối đa bao nhiều tiền trong lĩnh vực an ninh, trật tự, an toàn xã hội?","[{'law_id': '167/2013/nđ-cp', 'article_id': '67'}]",25,1,['167/2013/nđ-cp']
1020,f15f2ffdea3777e960fdb777f8059f54,Phù hiệu xe ô tô kinh doanh vận tải có giá trị sử dụng trong bao lâu?,"[{'law_id': '10/2020/nđ-cp', 'article_id': '22'}]",17,1,['10/2020/nđ-cp']
563,d507b8bc39bfa86db36c75a0682ad343,"Mức phạt đối với hành vi lấn, chiếm rừng đặc dụng có diện tích từ 1.000 m2 đến dưới 3.000 m2 được quy định như thế nào?","[{'law_id': '35/2019/nđ-cp', 'article_id': '7'}]",27,1,['35/2019/nđ-cp']
2790,439e03d2e7d8fb06b830d149895f7e9e,Làm 5 tháng có được rút tiền BH?,"[{'law_id': '115/2015/nđ-cp', 'article_id': '8'}]",8,1,['115/2015/nđ-cp']
863,3c3b29cb91c3472f0e0d4b7b4b3cc9c2,"Trình, chuyển giao văn bản điện tử đến trong Hệ thống được quy định như thế nào?","[{'law_id': '01/2019/tt-bnv', 'article_id': '7'}]",17,1,['01/2019/tt-bnv']
1484,1145e32146becb3d6dcae37e7055e06d,Cơ quan nào có thẩm quyền thu hồi giấy phép kinh doanh karaoke?,"[{'law_id': '54/2019/nđ-cp', 'article_id': '9'}]",13,1,['54/2019/nđ-cp']
2939,221f5f9a5f16d4e287e5c0970d85e9ff,Tổ chức tôn giáo có được sử dụng tên tiếng anh?,"[{'law_id': '02/2016/qh14', 'article_id': '25'}]",11,1,['02/2016/qh14']
1881,95fa74db88347e86c17d4f560d0020b4,Cơ sở lưu trú có được kinh doanh trong thời gian bị thu hồi giấy chứng nhận an ninh trật tự không?,"[{'law_id': '96/2016/nđ-cp', 'article_id': '6'}]",22,1,['96/2016/nđ-cp']
1038,ea3cc274c96725451970bf8fea67c577,"Thủ tục tạm xuất, tái nhập hàng hóa để bảo hành, bảo dưỡng, sửa chữa có cần phải có Giấy phép tạm xuất, tái nhập không?","[{'law_id': '69/2018/nđ-cp', 'article_id': '17'}]",26,1,['69/2018/nđ-cp']
206,8566fb9669f3c2086b9e5cea4306a162,"Cục Xuất bản, In và Phát hành có trách nhiệm gì trong việc thẩm định đề án và xác nhận đăng ký hoạt động xuất bản, phát hành","[{'law_id': '195/2013/nđ-cp', 'article_id': '17'}, {'law_id': '01/2020/tt-btttt', 'article_id': '24'}, {'law_id': '195/2013/nđ-cp', 'article_id': '18'}]",28,3,"['195/2013/nđ-cp', '01/2020/tt-btttt', '195/2013/nđ-cp']"
392,45682ae987ac36cabbb4f48b72f39dfe,Quy định về mức thù lao của Hội đồng quản trị thuộc tổng công ty nhà nước,"[{'law_id': '20/2020/nđ-cp', 'article_id': '13'}]",17,1,['20/2020/nđ-cp']
2842,7c99c1444fa9ab0c3a60cd114a838948,Quy định về công tác phân loại và xử lý tố cáo tại Tòa án theo quy định mới được áp dụng ra sao?,"[{'law_id': '01/2020/tt-tandtc', 'article_id': '25'}]",24,1,['01/2020/tt-tandtc']
870,7e3aeb59313dc230ade6646fadf6a21a,Cơ quan tổ chức sát hạch cấp CCHN kiến trúc có trách nhiệm thế nào?,"[{'law_id': '85/2020/nđ-cp', 'article_id': '25'}]",15,1,['85/2020/nđ-cp']
397,ce6a3b861c83bb111514f9dd7e2f6682,Viên chức nghiện ma túy không có xác nhận của cơ sở y tế có bị kỷ luật buộc thôi việc?,"[{'law_id': '112/2020/nđ-cp', 'article_id': '19'}]",21,1,['112/2020/nđ-cp']
2814,3dce890da506efd5fcbcca1943423188,Người đã xóa án tích thì có được cấp chứng chỉ hành nghề đấu giá không?,"[{'law_id': '01/2016/qh14', 'article_id': '15'}]",16,1,['01/2016/qh14']
3068,b227b14ec0b57dd6c0cc32406e51efb4,Chương trình quản lý tổng hợp tài nguyên vùng bờ là gì?,"[{'law_id': '49/2017/tt-btnmt', 'article_id': '3'}]",12,1,['49/2017/tt-btnmt']
1028,f02bc91122a719df32819c0ea74967b9,"Chủ sở hữu công trình điện lực không còn khai thác, sử dụng phải tổ chức thực hiện các công việc nào?","[{'law_id': '14/2014/nđ-cp', 'article_id': '8'}]",22,1,['14/2014/nđ-cp']
2690,c9baeca98fc8ad063b4c226cad6683be,"Xử lý vi phạm hành chính về an toàn thực phẩm đối với sản xuất, kinh doanh, sử dụng phụ gia thực phẩm được quy định như thế nào?","[{'law_id': '24/2019/tt-byt', 'article_id': '13'}]",29,1,['24/2019/tt-byt']
1485,237431544b3a0da755516892a7548ba1,Chi đào tạo cho học sinh lưu hiệp định gồm những khoản nào?,"[{'law_id': '55/2020/tt-btc', 'article_id': '3'}]",13,1,['55/2020/tt-btc']
2660,4579abceccbc15062b0444fd7cafe084,Các bên có phải ký trên các trang khi chứng thực hợp đồng không?,"[{'law_id': '23/2015/nđ-cp', 'article_id': '36'}]",14,1,['23/2015/nđ-cp']
960,d5d25604da6bb69a61dc4b263524151f,Tiêu chuẩn của thành viên Hội đồng tư vấn chuyên môn đánh giá nguyên nhân tai biến nặng trong quá trình sử dụng vắc xin cấp tỉnh được quy định như thế nào?,"[{'law_id': '24/2018/tt-byt', 'article_id': '3'}]",33,1,['24/2018/tt-byt']
1570,9e6c98b85e2e84bd8af96865f0ddd078,"Trách nhiệm của Bộ Lao động – Thương binh và Xã hội trong việc thực hiện thí điểm quản lý lao động, tiền lương, tiền thưởng tại một số tập đoàn kinh tế nhà nước","[{'law_id': '20/2020/nđ-cp', 'article_id': '19'}]",35,1,['20/2020/nđ-cp']
2773,d98f7976373616e000b75739c9e33f30,"Nội dung, thời điểm đăng tải thông tin về tổ chức được cấp giấy phép hoạt động đo đạc và bản đồ được quy định như thế nào?","[{'law_id': '27/2019/nđ-cp', 'article_id': '41'}]",28,1,['27/2019/nđ-cp']
1895,c8a7dccea98a2ccd4e2c63968c11a6fc,Thủy lợi nhỏ là gì?,"[{'law_id': '77/2018/nđ-cp', 'article_id': '3'}]",5,1,['77/2018/nđ-cp']
2731,2f1f794e57666c3f55bb369163a406fc,"Khám bệnh vào ngày lễ, tết có được BHYT thanh toán không?","[{'law_id': '146/2018/nđ-cp', 'article_id': '27'}]",12,1,['146/2018/nđ-cp']
2146,eae257a760cadd5d8055ecd5c6b96260,Mức phạt nếu không niêm yết công khai danh mục hàng hóa không được gửi qua mạng bưu chính được quy định như thế nào?,"[{'law_id': '15/2020/nđ-cp', 'article_id': '8'}]",25,1,['15/2020/nđ-cp']
804,45b8ee5e9c4549ce50cf9b98720fe084,Lệ phí cấp phép nhập khẩu xuất bản phẩm không kinh doanh là bao nhiêu?,"[{'law_id': '214/2016/tt-btc', 'article_id': '4'}]",15,1,['214/2016/tt-btc']
1751,fa97192eb7c07644164a3afa9ee3a7ec,"Mức phạt đối với hành vi lấn, chiếm rừng sản xuất có diện tích từ 5.000 m2 đến dưới 8.000 m2 được quy định như thế nào?","[{'law_id': '35/2019/nđ-cp', 'article_id': '7'}]",27,1,['35/2019/nđ-cp']
2454,5435465aad31e1c7e17673b2fb43d897,Trường hợp người không công tác tại Tòa án nhưng vẫn được bổ nhiệm làm Thẩm phán Tòa án nhân dân tối cao được quy định như thế nào?,"[{'law_id': '62/2014/qh13', 'article_id': '69'}]",29,1,['62/2014/qh13']
502,3251bfe7295a4d9f57e3a052247c4c5b,"Đề cương lập báo cáo ĐMC, báo cáo ĐTM là gì?","[{'law_id': '18/2016/tt-bnnptnt', 'article_id': '2'}]",11,1,['18/2016/tt-bnnptnt']
2977,5c05f9ea5f18a3e991bd6ecf46a775ed,Trại cai nghiện ma túy công lập có 200 học viên thì có bao nhiêu phó giám đốc?,"[{'law_id': '25/2018/tt-blđtbxh', 'article_id': '7'}]",18,1,['25/2018/tt-blđtbxh']
779,a893b08247eabd312af2c40ec91dd6e8,Thời hạn vay của khoản vay trung hạn là bao lâu?,"[{'law_id': '39/2016/tt-nhnn', 'article_id': '10'}]",11,1,['39/2016/tt-nhnn']
1863,b60dc0f5de2394613a2a0dbcefa577a2,Việc trung chuyển hàng hóa được quy định như thế nào?,"[{'law_id': '69/2018/nđ-cp', 'article_id': '35'}]",11,1,['69/2018/nđ-cp']
200,ade365e2ec564c48d48340a04d3a0f9a,Quy định về thời hạn thanh lọc tài nguyên thông tin được quy định như thế nào?,"[{'law_id': '02/2020/tt-bvhttdl', 'article_id': '17'}]",17,1,['02/2020/tt-bvhttdl']
2182,33d644448986ee62714ea1888294d86e,Quy định về những hoạt động diễn ra sau diễn đàn trẻ em được quy định như thế nào?,"[{'law_id': '29/2019/tt-blđtbxh', 'article_id': '11'}]",19,1,['29/2019/tt-blđtbxh']
2088,f976b4707ae6fb710f427dd457de7f39,Điều kiện cho phép chuyển cảng hàng không nội địa thành cảng hàng không quốc tế được quy định như thế nào?,"[{'law_id': '05/2021/nđ-cp', 'article_id': '40'}]",22,1,['05/2021/nđ-cp']
3065,7385c1994702ddf05dd647a6992071dc,"Mức phạt khi thực hiện hành vi cản trở yêu cầu thanh tra, kiểm tra, kiểm soát của người thi hành công vụ ?","[{'law_id': '100/2019/nđ-cp', 'article_id': '11'}]",24,1,['100/2019/nđ-cp']
2278,b1a215b0b266c82122fd181a790f0b43,Công an xã có thẩm quyền xử phạt lỗi xe máy không có gương chiếu hậu không?,"[{'law_id': '47/2011/tt-bca', 'article_id': '7'}]",17,1,['47/2011/tt-bca']
1796,6a9cb3d0a2688f3948ee6a8b1a38ef95,Chiến sĩ Bộ đội biên phòng đang thi hành công vụ có thẩm quyền xử phạt như thế nào trong lĩnh vực hóa chất?,"[{'law_id': '71/2019/nđ-cp', 'article_id': '63'}]",24,1,['71/2019/nđ-cp']
378,6b1a1212914d9e094e472f377251a0b2,Điều khiển xe máy chuyên dùng có cần chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '22'}]",21,1,['100/2019/nđ-cp']
2336,56f173a725e7a41210d6636bf13bb4e9,"Người được chở trên xe mô tô, xe gắn máy không đội mũ bảo hiểm bị phạt thế nào?","[{'law_id': '100/2019/nđ-cp', 'article_id': '11'}]",19,1,['100/2019/nđ-cp']
418,ea704284d1746cdec84e61547aebb277,"Khi xảy ra sự cố, tai nạn giao thông đường sắt đô thị thì có thể báo tin bằng những biện pháp nào?","[{'law_id': '23/2018/tt-bgtvt', 'article_id': '22'}]",23,1,['23/2018/tt-bgtvt']
1698,52bda9b21e273f19922ae9391ee5c512,"Giá sản phẩm, dịch vụ thủy lợi khác có những loại chi phí bảo trì nào?","[{'law_id': '96/2018/nđ-cp', 'article_id': '7'}]",16,1,['96/2018/nđ-cp']
391,0d1053fa03f697433dfd29f78deb1701,"Tiêu chí số người tập luyện thể dục, thể thao thường xuyên được quy định như thế nào?","[{'law_id': '01/2019/tt-bvhttdl', 'article_id': '4'}]",18,1,['01/2019/tt-bvhttdl']
2640,24c2c0b9945c82aefd3ca39dea4f09fb,Chế độ mai táng cho người hiến thận sau khi chết?,"[{'law_id': '104/2017/tt-btc', 'article_id': '3'}]",11,1,['104/2017/tt-btc']
1522,ffbbfd78195f730c2a10b37cea989292,Nơi gắn thẻ đầu cuối trên phương tiện giao thông được quy định như thế nào?,"[{'law_id': '19/2020/qđ-ttg', 'article_id': '9'}]",16,1,['19/2020/qđ-ttg']
1162,7ae5c928a272a8a35120d58bd4f31bf3,Nhận chính tài sản bảo đảm để thay thế việc thực hiện nghĩa vụ được bảo đảm được quy định như thế nào?,"[{'law_id': '21/2021/nđ-cp', 'article_id': '59'}]",23,1,['21/2021/nđ-cp']
1495,c5a8d65a1f9ce672ec3b92b7f0bea2ab,"Thống kê, cập nhật danh sách các cơ sở sản xuất, kinh doanh thực phẩm nông, lâm, thủy sản đủ điều kiện bảo đảm ATTP được quy định như thế nào?","[{'law_id': '38/2018/tt-bnnptnt', 'article_id': '12'}]",31,1,['38/2018/tt-bnnptnt']
2695,1ec4d2f3c874489a5bce0e5315d21089,"Giấy chứng nhận ATTP của cơ sở sản xuất, kinh doanh thực phẩm nông, lâm, thủy sản có hiệu lực bao lâu?","[{'law_id': '38/2018/tt-bnnptnt', 'article_id': '17'}]",22,1,['38/2018/tt-bnnptnt']
2027,a3ef45c7905104e6f6dde16c26a6d468,"Khi xảy ra sự cố, tai nạn giao thông đường sắt dẫn đến dừng tàu thì phải làm gì?","[{'law_id': '23/2018/tt-bgtvt', 'article_id': '15'}]",19,1,['23/2018/tt-bgtvt']
1152,28502f97bfaf58454aa89108e9f0e25f,Quản lý tài chính - ngân sách nhà nước của tổ chức chính quyền đô thị Thành phố Hồ Chí Minh được quy định như thế nào?,"[{'law_id': '33/2021/nđ-cp', 'article_id': '16'}]",27,1,['33/2021/nđ-cp']
1367,8a8b0380dde85bcce8cc6f9b95fc6b8e,"Dấu của cơ quan, đơn vị được trình bày như thế nào trong văn bản hành chính của các cơ quan, đơn vị trong quân đội?","[{'law_id': '92/2012/tt-bqp', 'article_id': '13'}]",26,1,['92/2012/tt-bqp']
2568,8cf45e1f564803140318d1729940d5b0,Không thông báo khi có thay đổi liên quan đến Giấy phép bưu chính bị phạt bao nhiêu tiền?,"[{'law_id': '15/2020/nđ-cp', 'article_id': '5'}]",19,1,['15/2020/nđ-cp']
64,8da9ed1414053a05fa8cc3215a035f07,"Trách nhiệm của các bộ, ngành khác trong dự báo, cảnh báo và truyền tin thiên tai được quy định như thế nào?","[{'law_id': '03/2020/qđ-ttg', 'article_id': '34'}]",23,1,['03/2020/qđ-ttg']
2062,ed47ae86ad34e34bf2b5ac4c1d48dbe9,"Mức phạt đối với hành vi điều khiển xe máy dẫn, dắt theo súc vật ?","[{'law_id': '100/2019/nđ-cp', 'article_id': '6'}]",16,1,['100/2019/nđ-cp']
1180,101d1ae821eacb441557d692cd4a932c,"Mức phạt khi không tuân thủ các quy định về thực phẩm biến đổi gen, sinh vật biến đổi gen sử dụng làm thực phẩm được quy định như thế nào?","[{'law_id': '115/2018/nđ-cp', 'article_id': '17'}]",31,1,['115/2018/nđ-cp']
492,2622f843e9dd0275abd18c2b1d011ecf,Trách nhiệm của Chủ dự án sau khi báo cáo ĐTM được phê duyệt được quy định như thế nào?,"[{'law_id': '18/2015/nđ-cp', 'article_id': '16'}, {'law_id': '18/2016/tt-bnnptnt', 'article_id': '17'}, {'law_id': '18/2015/nđ-cp', 'article_id': '17'}]",20,3,"['18/2015/nđ-cp', '18/2016/tt-bnnptnt', '18/2015/nđ-cp']"
379,9cba0da6ab87f54f2cbf26dafeb2c19a,Trình tự cấp Giấy chứng nhận đủ điều kiện hoạt động dịch vụ giám định công nghệ được quy định như thế nào?,"[{'law_id': '76/2018/nđ-cp', 'article_id': '37'}]",23,1,['76/2018/nđ-cp']
2235,25c978ae9b89d8834303fe6df142537b,"Cơ quan, tổ chức nào quản lý luồng đường thủy nội địa?","[{'law_id': '08/2021/nđ-cp', 'article_id': '9'}]",12,1,['08/2021/nđ-cp']
763,db4055f9e8304554e1af6c8ce94ff814,Thẩm quyền quyết định thành lập Hội đồng quản lý trong đơn vị sự nghiệp công lập thuộc ngành nông nghiệp quy định như thế nào?,"[{'law_id': '41/2018/tt-bnnptnt', 'article_id': '18'}]",26,1,['41/2018/tt-bnnptnt']
2264,14cbd7a4a6e60cde8b88e51167103ca4,NLĐ chưa thành niên được khám sức khỏe định kỳ bao nhiêu lần trong năm?,"[{'law_id': '84/2015/qh13', 'article_id': '21'}]",15,1,['84/2015/qh13']
791,d8c3d3ac224c3c0b8f35fc3884afdb5d,Chạy ô tô quá tốc độ 17km/giờ có bị giam bằng lái hay không?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",14,1,['100/2019/nđ-cp']
1076,06556f593c9aa0e0d58bdce58500ef44,"Nộp phí, lệ phí thực hiện thủ tục hành chính về giống cây trồng và canh tác bằng các hình thức nào?","[{'law_id': '94/2019/nđ-cp', 'article_id': '2'}]",22,1,['94/2019/nđ-cp']
